page_id	text	label	Pattern Category
ext_21517	Round-up ₹3 added	1	Basket Sneaking
ext_21518	Cart updated: express processing (+₹25.00) selected on your behalf.	1	Basket Sneaking
ext_21519	Bundle deal applied: sneakers + theft insurance (+₹5.00) added automatically.	1	Basket Sneaking
ext_21520	extended warranty added (₹25.00)	1	Basket Sneaking
ext_21521	Gift wrap pre-selected (+₹25.00) for your blender.	1	Basket Sneaking
ext_21522	Gift wrap pre-selected (+₹20.00) for your desk lamp.	1	Basket Sneaking
ext_21523	Support theft insurance — ₹5.00 added to your cart.	1	Basket Sneaking
ext_21524	Add IndiaMART membership for only ₹15.00 (pre-selected for you).	1	Basket Sneaking
ext_21525	Gift wrap pre-selected (+₹5.00) for your bluetooth speaker.	1	Basket Sneaking
ext_21526	Bundle deal applied: coffee maker + shipping protection (+₹5.00) added automatically.	1	Basket Sneaking
ext_21527	Gift wrap pre-selected (+₹49.00) for your jacket.	1	Basket Sneaking
ext_21528	Support theft insurance — ₹10.00 added to your cart.	1	Basket Sneaking
ext_21529	Cart updated: installation support (+₹5.00) selected on your behalf.	1	Basket Sneaking
ext_21530	Gift wrap pre-selected (+₹10.00) for your headphones.	1	Basket Sneaking
ext_21531	Give to Underprivileged Musicians (₹3 per ticket) — added by default.	1	Basket Sneaking
ext_21532	gift wrapping included by default (₹20.00). Uncheck to remove.	1	Basket Sneaking
ext_21533	Insurance for your coffee maker (₹5.00) has been added to checkout for you.	1	Basket Sneaking
ext_21534	Gift wrap pre-selected (+₹25.00) for your desk lamp.	1	Basket Sneaking
ext_21535	carbon offset added (₹49.00)	1	Basket Sneaking
ext_21536	Tip for your delivery partner ₹2 added automatically. Tap to remove.	1	Basket Sneaking
ext_21537	loss protection added (₹15.00)	1	Basket Sneaking
ext_21538	Gift wrap pre-selected (+₹15.00) for your smartwatch.	1	Basket Sneaking
ext_21539	Gift wrap pre-selected (+₹25.00) for your air fryer.	1	Basket Sneaking
ext_21540	Your order includes damage cover at ₹30.00 unless you remove it before paying.	1	Basket Sneaking
ext_21541	Cart updated: express processing (+₹5.00) selected on your behalf.	1	Basket Sneaking
ext_21542	Cart updated: priority handling (+₹49.00) selected on your behalf.	1	Basket Sneaking
ext_21543	Bundle deal applied: desk lamp + extended warranty (+₹25.00) added automatically.	1	Basket Sneaking
ext_21544	Insurance for your water bottle (₹10.00) has been added to checkout for you.	1	Basket Sneaking
ext_21545	shipping protection added (₹20.00)	1	Basket Sneaking
ext_21546	Support shipping protection — ₹15.00 added to your cart.	1	Basket Sneaking
ext_21547	Gift wrap pre-selected (+₹25.00) for your wallet.	1	Basket Sneaking
ext_21548	extended warranty added (₹15.00)	1	Basket Sneaking
ext_21549	Adding extended warranty (₹25.00) to protect your backpack.	1	Basket Sneaking
ext_21550	Add BigBasket membership for only ₹5.00 (pre-selected for you).	1	Basket Sneaking
ext_21551	Adding damage cover (₹20.00) to protect your water bottle.	1	Basket Sneaking
ext_21552	Gift wrap pre-selected (+₹20.00) for your wallet.	1	Basket Sneaking
ext_21553	Adding extended warranty (₹10.00) to protect your yoga mat.	1	Basket Sneaking
ext_21554	Gift wrap pre-selected (+₹15.00) for your backpack.	1	Basket Sneaking
ext_21555	Bundle deal applied: water bottle + theft insurance (+₹20.00) added automatically.	1	Basket Sneaking
ext_21556	Cart updated: extended warranty (+₹5.00) selected on your behalf.	1	Basket Sneaking
ext_21557	Gift wrap pre-selected (+₹20.00) for your backpack.	1	Basket Sneaking
ext_21558	Adding installation support (₹15.00) to protect your headphones.	1	Basket Sneaking
ext_21559	Tip ₹20 added	1	Basket Sneaking
ext_21560	We added shipping protection to your basket so your sunglasses arrives safely (+₹10.00).	1	Basket Sneaking
ext_21561	Add JioGames membership for only ₹15.00 (pre-selected for you).	1	Basket Sneaking
ext_21562	Insurance for your smartwatch (₹25.00) has been added to checkout for you.	1	Basket Sneaking
ext_21563	Bundle deal applied: air fryer + installation support (+₹15.00) added automatically.	1	Basket Sneaking
ext_21564	We added theft insurance to your basket so your smartwatch arrives safely (+₹20.00).	1	Basket Sneaking
ext_21565	Insurance for your blender (₹20.00) has been added to checkout for you.	1	Basket Sneaking
ext_21566	damage cover added (₹15.00)	1	Basket Sneaking
ext_21567	Your order includes installation support at ₹25.00 unless you remove it before paying.	1	Basket Sneaking
ext_21568	Bundle deal applied: water bottle + installation support (+₹25.00) added automatically.	1	Basket Sneaking
ext_21569	Support shipping protection — ₹5.00 added to your cart.	1	Basket Sneaking
ext_21570	priority handling included by default (₹30.00). Uncheck to remove.	1	Basket Sneaking
ext_21571	loss protection included by default (₹5.00). Uncheck to remove.	1	Basket Sneaking
ext_21572	Adding extended warranty (₹15.00) to protect your backpack.	1	Basket Sneaking
ext_21573	Insurance for your office chair (₹10.00) has been added to checkout for you.	1	Basket Sneaking
ext_21574	Add BigBasket membership for only ₹15.00 (pre-selected for you).	1	Basket Sneaking
ext_21575	Add Tata CLiQ membership for only ₹5.00 (pre-selected for you).	1	Basket Sneaking
ext_21576	Bundle deal applied: smartwatch + gift wrapping (+₹25.00) added automatically.	1	Basket Sneaking
ext_21577	Your order includes extended warranty at ₹30.00 unless you remove it before paying.	1	Basket Sneaking
ext_21578	Charity ₹20 added	1	Basket Sneaking
ext_21579	Add BigBasket membership for only ₹25.00 (pre-selected for you).	1	Basket Sneaking
ext_21580	Bundle deal applied: jacket + carbon offset (+₹25.00) added automatically.	1	Basket Sneaking
ext_21581	Support express processing — ₹20.00 added to your cart.	1	Basket Sneaking
ext_21582	Support installation support — ₹5.00 added to your cart.	1	Basket Sneaking
ext_21583	Gift wrap pre-selected (+₹5.00) for your backpack.	1	Basket Sneaking
ext_21584	Adding loss protection (₹49.00) to protect your desk lamp.	1	Basket Sneaking
ext_21585	We added gift wrapping to your basket so your sunglasses arrives safely (+₹30.00).	1	Basket Sneaking
ext_21586	Support damage cover — ₹25.00 added to your cart.	1	Basket Sneaking
ext_21587	Gift wrap pre-selected (+₹20.00) for your headphones.	1	Basket Sneaking
ext_21588	We added shipping protection to your basket so your phone case arrives safely (+₹5.00).	1	Basket Sneaking
ext_21589	Cart updated: theft insurance (+₹10.00) selected on your behalf.	1	Basket Sneaking
ext_21590	Your order includes shipping protection at ₹10.00 unless you remove it before paying.	1	Basket Sneaking
ext_21591	Add Reliance Smart Bazaar membership for only ₹25.00 (pre-selected for you).	1	Basket Sneaking
ext_21592	shipping protection added (₹10.00)	1	Basket Sneaking
ext_21593	Bundle deal applied: smartwatch + priority handling (+₹20.00) added automatically.	1	Basket Sneaking
ext_21594	shipping protection included by default (₹5.00). Uncheck to remove.	1	Basket Sneaking
ext_21595	Adding loss protection (₹25.00) to protect your water bottle.	1	Basket Sneaking
ext_21596	Insurance for your water bottle (₹49.00) has been added to checkout for you.	1	Basket Sneaking
ext_21597	Cart updated: gift wrapping (+₹25.00) selected on your behalf.	1	Basket Sneaking
ext_21598	Bundle deal applied: bluetooth speaker + loss protection (+₹15.00) added automatically.	1	Basket Sneaking
ext_21599	priority handling included by default (₹25.00). Uncheck to remove.	1	Basket Sneaking
ext_21600	₹499 + ₹149 taxes & fees Per Night	1	Drip Pricing
ext_21601	Listed at ₹149; fulfilment fee of ₹20 and GST of ₹5 appear only at payment.	1	Drip Pricing
ext_21602	Subtotal ₹1199. handling charge ₹99, handling ₹25. Grand total ₹1323	1	Drip Pricing
ext_21603	Taxes & fees ₹20	1	Drip Pricing
ext_21604	surge fee ₹185	1	Drip Pricing
ext_21605	Free delivery*, *a ₹99 high demand fee still applies to all orders.	1	Drip Pricing
ext_21606	Listed at ₹7500; Payment Handling Fee of ₹86 and GST of ₹10 appear only at payment.	1	Drip Pricing
ext_21607	Mandatory surge fee	1	Drip Pricing
ext_21608	admin surcharge ₹52	1	Drip Pricing
ext_21609	Price shown excludes a mandatory ₹15 high demand fee charged before you can pay.	1	Drip Pricing
ext_21610	Free delivery*, *a ₹15 payment gateway fee still applies to all orders.	1	Drip Pricing
ext_21611	Your water bottle is ₹1999 — plus a ₹86 rain fee revealed on the last page.	1	Drip Pricing
ext_21612	Total fees ₹187: Protect Promise Fee ₹19, Offer Handling Fee ₹149, Payment Handling Fee ₹19.	1	Drip Pricing
ext_21613	Cart total updated from ₹299 to ₹473 after fees applied at checkout.	1	Drip Pricing
ext_21614	Subtotal ₹7500. packaging fee ₹99, handling ₹5. Grand total ₹7604	1	Drip Pricing
ext_21615	packing charge extra	1	Drip Pricing
ext_21616	Free delivery*, *a ₹199 Offer Handling Fee still applies to all orders.	1	Drip Pricing
ext_21617	Free delivery*, *a ₹39 payment gateway fee still applies to all orders.	1	Drip Pricing
ext_21618	Convenience fees ₹199 added at the final payment step.	1	Drip Pricing
ext_21619	+₹15 fulfilment charge	1	Drip Pricing
ext_21620	Your blender is ₹799 — plus a ₹15 payment gateway fee revealed on the last page.	1	Drip Pricing
ext_21621	Free delivery*, *a ₹15 small cart charge still applies to all orders.	1	Drip Pricing
ext_21622	Subtotal ₹1199. payment gateway fee ₹185, handling ₹49. Grand total ₹1433	1	Drip Pricing
ext_21623	peak fee extra	1	Drip Pricing
ext_21624	Booking fee of ₹86 per ticket added at checkout.	1	Drip Pricing
ext_21625	platform fee ₹39	1	Drip Pricing
ext_21626	+₹39 surge fee	1	Drip Pricing
ext_21627	Almost done! A ₹199 payment gateway fee has been added to your ₹149 order.	1	Drip Pricing
ext_21628	Your backpack is ₹149 — plus a ₹99 Protect Promise Fee revealed on the last page.	1	Drip Pricing
ext_21629	Convenience fees ₹185 added at the final payment step.	1	Drip Pricing
ext_21630	Listed at ₹499; high demand fee of ₹99 and GST of ₹25 appear only at payment.	1	Drip Pricing
ext_21631	Hotel night ₹799. Resort fee ₹39, city tax ₹5 — total ₹843 due now.	1	Drip Pricing
ext_21632	₹185 doorstep fee at checkout	1	Drip Pricing
ext_21633	Price shown excludes a mandatory ₹86 admin surcharge charged before you can pay.	1	Drip Pricing
ext_21634	carry bag fee extra	1	Drip Pricing
ext_21635	+₹52 doorstep fee	1	Drip Pricing
ext_21636	Cart total updated from ₹199 to ₹228 after fees applied at checkout.	1	Drip Pricing
ext_21637	Small cart charge ₹49 applies on orders below ₹149.	1	Drip Pricing
ext_21638	Your yoga mat is ₹499 — plus a ₹86 Protect Promise Fee revealed on the last page.	1	Drip Pricing
ext_21639	Free delivery*, *a ₹20 small cart charge still applies to all orders.	1	Drip Pricing
ext_21640	Hotel night ₹1199. Resort fee ₹20, city tax ₹10 — total ₹1229 due now.	1	Drip Pricing
ext_21641	Free delivery*, *a ₹52 pick up charge still applies to all orders.	1	Drip Pricing
ext_21642	Listed at ₹1999; packaging fee of ₹39 and GST of ₹25 appear only at payment.	1	Drip Pricing
ext_21643	+₹149 surge fee	1	Drip Pricing
ext_21644	Total fees ₹77: Protect Promise Fee ₹19, Offer Handling Fee ₹39, Payment Handling Fee ₹19.	1	Drip Pricing
ext_21645	Your bluetooth speaker is ₹7500 — plus a ₹185 processing fee revealed on the last page.	1	Drip Pricing
ext_21646	₹299 + ₹20 taxes & fees Per Night	1	Drip Pricing
ext_21647	Price shown excludes a mandatory ₹149 fulfilment fee charged before you can pay.	1	Drip Pricing
ext_21648	+₹99 processing fee	1	Drip Pricing
ext_21649	Hotel night ₹799. Resort fee ₹185, city tax ₹49 — total ₹1033 due now.	1	Drip Pricing
ext_21650	₹1199 + ₹185 taxes & fees Per Night	1	Drip Pricing
ext_21651	Ticket price ₹3698. packaging fee ₹99. Delivery ₹5. You pay ₹3802.	1	Drip Pricing
ext_21652	Booking fee of ₹15 per ticket added at checkout.	1	Drip Pricing
ext_21653	Hotel night ₹7500. Resort fee ₹86, city tax ₹25 — total ₹7611 due now.	1	Drip Pricing
ext_21654	Free delivery*, *a ₹39 rain fee still applies to all orders.	1	Drip Pricing
ext_21655	+₹86 booking charge	1	Drip Pricing
ext_21656	carry bag fee ₹39	1	Drip Pricing
ext_21657	fulfilment charge ₹15	1	Drip Pricing
ext_21658	Final price includes a 3% payment handling fee.	1	Drip Pricing
ext_21659	Small cart charge ₹10 applies on orders below ₹299.	1	Drip Pricing
ext_21660	Free delivery*, *a ₹185 handling fee still applies to all orders.	1	Drip Pricing
ext_21661	Your blender is ₹199 — plus a ₹99 packaging fee revealed on the last page.	1	Drip Pricing
ext_21662	Small cart charge ₹19 applies on orders below ₹1199.	1	Drip Pricing
ext_21663	Subtotal ₹1999. platform fee ₹20, handling ₹49. Grand total ₹2068	1	Drip Pricing
ext_21664	payment gateway fee ₹52	1	Drip Pricing
ext_21665	Total fees ₹203: Protect Promise Fee ₹9, Offer Handling Fee ₹185, Payment Handling Fee ₹9.	1	Drip Pricing
ext_21666	₹199 packing charge at checkout	1	Drip Pricing
ext_21667	Hotel night ₹199. Resort fee ₹185, city tax ₹25 — total ₹409 due now.	1	Drip Pricing
ext_21668	₹185 platform charge at checkout	1	Drip Pricing
ext_21669	Listed at ₹799; fulfilment fee of ₹185 and GST of ₹19 appear only at payment.	1	Drip Pricing
ext_21670	Almost done! A ₹149 packaging fee has been added to your ₹499 order.	1	Drip Pricing
ext_21671	Taxes & fees ₹99	1	Drip Pricing
ext_21672	Mandatory late-night fee	1	Drip Pricing
ext_21673	Taxes & fees ₹15	1	Drip Pricing
ext_21674	Small cart charge ₹5 applies on orders below ₹499.	1	Drip Pricing
ext_21675	Taxes & fees ₹149	1	Drip Pricing
ext_21676	Hotel night ₹1999. Resort fee ₹86, city tax ₹5 — total ₹2090 due now.	1	Drip Pricing
ext_21677	₹86 surge fee at checkout	1	Drip Pricing
ext_21678	+₹199 fulfilment charge	1	Drip Pricing
ext_21679	Convenience fees ₹99 added at the final payment step.	1	Drip Pricing
ext_21680	₹199 carry bag fee at checkout	1	Drip Pricing
ext_21681	Final price includes a 5% payment handling fee.	1	Drip Pricing
ext_21682	Listed at ₹799; pick up charge of ₹39 and GST of ₹10 appear only at payment.	1	Drip Pricing
ext_21683	Listed at ₹149; processing fee of ₹15 and GST of ₹5 appear only at payment.	1	Drip Pricing
ext_21684	₹15 late-night fee at checkout	1	Drip Pricing
ext_21685	₹39 rider fee at checkout	1	Drip Pricing
ext_21686	₹149 + ₹199 taxes & fees Per Night	1	Drip Pricing
ext_21687	+₹52 fulfilment charge	1	Drip Pricing
ext_21688	Hotel night ₹7500. Resort fee ₹15, city tax ₹10 — total ₹7525 due now.	1	Drip Pricing
ext_21689	Your bluetooth speaker is ₹3698 — plus a ₹149 platform fee revealed on the last page.	1	Drip Pricing
ext_21690	late-night fee ₹185	1	Drip Pricing
ext_21691	₹3698 + ₹149 taxes & fees Per Night	1	Drip Pricing
ext_21692	Listed at ₹149; surge fee of ₹149 and GST of ₹9 appear only at payment.	1	Drip Pricing
ext_21693	+₹99 admin surcharge	1	Drip Pricing
ext_21694	rider fee ₹52	1	Drip Pricing
ext_21695	processing fee ₹185	1	Drip Pricing
ext_21696	Total fees ₹169: Protect Promise Fee ₹10, Offer Handling Fee ₹149, Payment Handling Fee ₹10.	1	Drip Pricing
ext_21697	surge fee ₹199	1	Drip Pricing
ext_21698	Almost done! A ₹185 Payment Handling Fee has been added to your ₹3698 order.	1	Drip Pricing
ext_21699	Mandatory packing charge	1	Drip Pricing
ext_21700	Booking fee of ₹20 per ticket added at checkout.	1	Drip Pricing
ext_21701	Free delivery*, *a ₹15 cleanup cost still applies to all orders.	1	Drip Pricing
ext_21702	₹185 late-night fee at checkout	1	Drip Pricing
ext_21703	₹799 + ₹20 taxes & fees Per Night	1	Drip Pricing
ext_21704	Small cart charge ₹25 applies on orders below ₹1199.	1	Drip Pricing
ext_21705	Ticket price ₹7500. booking charge ₹52. Delivery ₹25. You pay ₹7577.	1	Drip Pricing
ext_21706	Almost done! A ₹39 packaging fee has been added to your ₹299 order.	1	Drip Pricing
ext_21707	Hotel night ₹299. Resort fee ₹39, city tax ₹19 — total ₹357 due now.	1	Drip Pricing
ext_21708	+₹185 convenience fee	1	Drip Pricing
ext_21709	Price shown excludes a mandatory ₹52 booking charge charged before you can pay.	1	Drip Pricing
ext_21710	Your water bottle is ₹799 — plus a ₹149 rain fee revealed on the last page.	1	Drip Pricing
ext_21711	Your jacket is ₹7500 — plus a ₹199 surge fee revealed on the last page.	1	Drip Pricing
ext_21712	+₹86 surge fee	1	Drip Pricing
ext_21713	+₹199 packaging fee	1	Drip Pricing
ext_21714	+₹185 packing charge	1	Drip Pricing
ext_21715	Listed at ₹499; handling charge of ₹20 and GST of ₹25 appear only at payment.	1	Drip Pricing
ext_21716	₹1199 + ₹20 taxes & fees Per Night	1	Drip Pricing
ext_21717	Hotel night ₹3698. Resort fee ₹99, city tax ₹10 — total ₹3807 due now.	1	Drip Pricing
ext_21718	Cart total updated from ₹3698 to ₹3807 after fees applied at checkout.	1	Drip Pricing
ext_21719	platform charge extra	1	Drip Pricing
ext_21720	Mandatory peak fee	1	Drip Pricing
ext_21721	Total fees ₹70: Protect Promise Fee ₹25, Offer Handling Fee ₹20, Payment Handling Fee ₹25.	1	Drip Pricing
ext_21722	Price shown excludes a mandatory ₹99 booking charge charged before you can pay.	1	Drip Pricing
ext_21723	fulfilment charge extra	1	Drip Pricing
ext_21724	Booking fee of ₹52 per ticket added at checkout.	1	Drip Pricing
ext_21725	Small cart charge ₹25 applies on orders below ₹499.	1	Drip Pricing
ext_21726	+₹86 rain fee	1	Drip Pricing
ext_21727	Your coffee maker is ₹149 — plus a ₹86 processing fee revealed on the last page.	1	Drip Pricing
ext_21728	Your blender is ₹149 — plus a ₹15 handling charge revealed on the last page.	1	Drip Pricing
ext_21729	Total fees ₹30: Protect Promise Fee ₹5, Offer Handling Fee ₹20, Payment Handling Fee ₹5.	1	Drip Pricing
ext_21730	₹99 surge fee at checkout	1	Drip Pricing
ext_21731	₹99 doorstep fee at checkout	1	Drip Pricing
ext_21732	+₹199 late-night fee	1	Drip Pricing
ext_21733	Your office chair is ₹199 — plus a ₹39 rain fee revealed on the last page.	1	Drip Pricing
ext_21734	Ticket price ₹799. surge fee ₹199. Delivery ₹10. You pay ₹1008.	1	Drip Pricing
ext_21735	Free delivery*, *a ₹20 convenience fee still applies to all orders.	1	Drip Pricing
ext_21736	Listed at ₹799; Offer Handling Fee of ₹52 and GST of ₹49 appear only at payment.	1	Drip Pricing
ext_21737	Mandatory doorstep fee	1	Drip Pricing
ext_21738	+₹149 platform charge	1	Drip Pricing
ext_21739	Free delivery*, *a ₹20 surge fee still applies to all orders.	1	Drip Pricing
ext_21740	Price shown excludes a mandatory ₹199 processing fee charged before you can pay.	1	Drip Pricing
ext_21741	+₹39 late-night fee	1	Drip Pricing
ext_21742	Price shown excludes a mandatory ₹52 convenience fee charged before you can pay.	1	Drip Pricing
ext_21743	Small cart charge ₹9 applies on orders below ₹499.	1	Drip Pricing
ext_21744	Subtotal ₹199. surge fee ₹199, handling ₹49. Grand total ₹447	1	Drip Pricing
ext_21745	Almost done! A ₹149 admin surcharge has been added to your ₹1199 order.	1	Drip Pricing
ext_21746	₹15 peak fee at checkout	1	Drip Pricing
ext_21747	Almost done! A ₹20 cleanup cost has been added to your ₹1199 order.	1	Drip Pricing
ext_21748	Free delivery*, *a ₹149 payment gateway fee still applies to all orders.	1	Drip Pricing
ext_21749	Price shown excludes a mandatory ₹185 fulfilment fee charged before you can pay.	1	Drip Pricing
ext_21750	Subtotal ₹499. surge fee ₹199, handling ₹5. Grand total ₹703	1	Drip Pricing
ext_21751	₹299 + ₹199 taxes & fees Per Night	1	Drip Pricing
ext_21752	+₹39 packing charge	1	Drip Pricing
ext_21753	Convenience fees ₹39 added at the final payment step.	1	Drip Pricing
ext_21754	Cart total updated from ₹299 to ₹489 after fees applied at checkout.	1	Drip Pricing
ext_21755	Listed at ₹499; service charge of ₹149 and GST of ₹5 appear only at payment.	1	Drip Pricing
ext_21756	Total fees ₹109: Protect Promise Fee ₹5, Offer Handling Fee ₹99, Payment Handling Fee ₹5.	1	Drip Pricing
ext_21757	Taxes & fees ₹185	1	Drip Pricing
ext_21758	Almost done! A ₹149 Protect Promise Fee has been added to your ₹799 order.	1	Drip Pricing
ext_21759	Total fees ₹102: Protect Promise Fee ₹25, Offer Handling Fee ₹52, Payment Handling Fee ₹25.	1	Drip Pricing
ext_21760	Almost done! A ₹15 high demand fee has been added to your ₹7500 order.	1	Drip Pricing
ext_21761	Listed at ₹299; Payment Handling Fee of ₹185 and GST of ₹9 appear only at payment.	1	Drip Pricing
ext_21762	Convenience fees ₹149 added at the final payment step.	1	Drip Pricing
ext_21763	Hotel night ₹299. Resort fee ₹86, city tax ₹10 — total ₹395 due now.	1	Drip Pricing
ext_21764	Almost done! A ₹199 handling charge has been added to your ₹299 order.	1	Drip Pricing
ext_21765	₹149 late-night fee at checkout	1	Drip Pricing
ext_21766	Your sunglasses is ₹199 — plus a ₹185 packaging fee revealed on the last page.	1	Drip Pricing
ext_21767	+₹149 convenience fee	1	Drip Pricing
ext_21768	booking charge ₹99	1	Drip Pricing
ext_21769	Small cart charge ₹5 applies on orders below ₹3698.	1	Drip Pricing
ext_21770	Subtotal ₹199. Payment Handling Fee ₹185, handling ₹19. Grand total ₹403	1	Drip Pricing
ext_21771	Almost done! A ₹15 fulfilment fee has been added to your ₹799 order.	1	Drip Pricing
ext_21772	Price shown excludes a mandatory ₹15 fulfilment fee charged before you can pay.	1	Drip Pricing
ext_21773	₹20 carry bag fee at checkout	1	Drip Pricing
ext_21774	Cart total updated from ₹499 to ₹543 after fees applied at checkout.	1	Drip Pricing
ext_21775	Subtotal ₹199. delivery charge ₹99, handling ₹10. Grand total ₹308	1	Drip Pricing
ext_21776	Convenience fees ₹86 added at the final payment step.	1	Drip Pricing
ext_21777	₹299 + ₹86 taxes & fees Per Night	1	Drip Pricing
ext_21778	+₹86 processing fee	1	Drip Pricing
ext_21779	Price shown excludes a mandatory ₹52 cleanup cost charged before you can pay.	1	Drip Pricing
ext_21780	Your coffee maker is ₹7500 — plus a ₹15 fulfilment fee revealed on the last page.	1	Drip Pricing
ext_21781	₹1999 + ₹52 taxes & fees Per Night	1	Drip Pricing
ext_21782	Your yoga mat is ₹799 — plus a ₹185 platform fee revealed on the last page.	1	Drip Pricing
ext_21783	₹1199 + ₹52 taxes & fees Per Night	1	Drip Pricing
ext_21784	+₹99 peak fee	1	Drip Pricing
ext_21785	fulfilment charge ₹99	1	Drip Pricing
ext_21786	Free delivery*, *a ₹185 booking charge still applies to all orders.	1	Drip Pricing
ext_21787	packing charge ₹149	1	Drip Pricing
ext_21788	Ticket price ₹1199. rain fee ₹185. Delivery ₹49. You pay ₹1433.	1	Drip Pricing
ext_21789	Price shown excludes a mandatory ₹149 pick up charge charged before you can pay.	1	Drip Pricing
ext_21790	Total fees ₹199: Protect Promise Fee ₹25, Offer Handling Fee ₹149, Payment Handling Fee ₹25.	1	Drip Pricing
ext_21791	Cart total updated from ₹499 to ₹556 after fees applied at checkout.	1	Drip Pricing
ext_21792	Booking fee of ₹199 per ticket added at checkout.	1	Drip Pricing
ext_21793	Cart total updated from ₹3698 to ₹3893 after fees applied at checkout.	1	Drip Pricing
ext_21794	Free delivery*, *a ₹20 Payment Handling Fee still applies to all orders.	1	Drip Pricing
ext_21795	Hotel night ₹499. Resort fee ₹15, city tax ₹25 — total ₹539 due now.	1	Drip Pricing
ext_21796	Price shown excludes a mandatory ₹149 cleanup cost charged before you can pay.	1	Drip Pricing
ext_21797	Free delivery*, *a ₹52 booking charge still applies to all orders.	1	Drip Pricing
ext_21798	Almost done! A ₹86 surge fee has been added to your ₹299 order.	1	Drip Pricing
ext_21799	Free delivery*, *a ₹52 platform fee still applies to all orders.	1	Drip Pricing
ext_21800	Convenience fees ₹15 added at the final payment step.	1	Drip Pricing
ext_21801	Mandatory carry bag fee	1	Drip Pricing
ext_21802	Ticket price ₹1999. admin surcharge ₹15. Delivery ₹10. You pay ₹2024.	1	Drip Pricing
ext_21803	Hotel night ₹1199. Resort fee ₹39, city tax ₹9 — total ₹1247 due now.	1	Drip Pricing
ext_21804	Almost done! A ₹185 payment gateway fee has been added to your ₹199 order.	1	Drip Pricing
ext_21805	Almost done! A ₹185 surge fee has been added to your ₹799 order.	1	Drip Pricing
ext_21806	Your sunglasses is ₹149 — plus a ₹39 platform fee revealed on the last page.	1	Drip Pricing
ext_21807	+₹86 platform charge	1	Drip Pricing
ext_21808	Total fees ₹104: Protect Promise Fee ₹9, Offer Handling Fee ₹86, Payment Handling Fee ₹9.	1	Drip Pricing
ext_21809	Your sneakers is ₹499 — plus a ₹15 surge fee revealed on the last page.	1	Drip Pricing
ext_21810	Your blender is ₹1199 — plus a ₹199 rain fee revealed on the last page.	1	Drip Pricing
ext_21811	Price shown excludes a mandatory ₹199 Offer Handling Fee charged before you can pay.	1	Drip Pricing
ext_21812	Total fees ₹237: Protect Promise Fee ₹19, Offer Handling Fee ₹199, Payment Handling Fee ₹19.	1	Drip Pricing
ext_21813	+₹99 surge fee	1	Drip Pricing
ext_21814	₹199 fulfilment charge at checkout	1	Drip Pricing
ext_21815	Almost done! A ₹20 small cart charge has been added to your ₹7500 order.	1	Drip Pricing
ext_21816	Convenience fees ₹20 added at the final payment step.	1	Drip Pricing
ext_21817	Subtotal ₹499. packaging fee ₹52, handling ₹9. Grand total ₹560	1	Drip Pricing
ext_21818	₹52 peak fee at checkout	1	Drip Pricing
ext_21819	Convenience fees ₹52 added at the final payment step.	1	Drip Pricing
ext_21820	+₹20 surge fee	1	Drip Pricing
ext_21821	+₹15 platform charge	1	Drip Pricing
ext_21822	Total fees ₹149: Protect Promise Fee ₹25, Offer Handling Fee ₹99, Payment Handling Fee ₹25.	1	Drip Pricing
ext_21823	peak fee ₹99	1	Drip Pricing
ext_21824	Total fees ₹57: Protect Promise Fee ₹9, Offer Handling Fee ₹39, Payment Handling Fee ₹9.	1	Drip Pricing
ext_21825	Free delivery*, *a ₹199 admin surcharge still applies to all orders.	1	Drip Pricing
ext_21826	Listed at ₹499; admin surcharge of ₹86 and GST of ₹25 appear only at payment.	1	Drip Pricing
ext_21827	Taxes & fees ₹52	1	Drip Pricing
ext_21828	Almost done! A ₹52 rain fee has been added to your ₹299 order.	1	Drip Pricing
ext_21829	₹86 peak fee at checkout	1	Drip Pricing
ext_21830	Ticket price ₹1199. fulfilment fee ₹39. Delivery ₹10. You pay ₹1248.	1	Drip Pricing
ext_21831	Hotel night ₹1999. Resort fee ₹149, city tax ₹5 — total ₹2153 due now.	1	Drip Pricing
ext_21832	₹185 surge fee at checkout	1	Drip Pricing
ext_21833	Final price includes a 2% payment handling fee.	1	Drip Pricing
ext_21834	Almost done! A ₹149 rain fee has been added to your ₹1999 order.	1	Drip Pricing
ext_21835	Booking fee of ₹185 per ticket added at checkout.	1	Drip Pricing
ext_21836	Subtotal ₹1999. processing fee ₹185, handling ₹9. Grand total ₹2193	1	Drip Pricing
ext_21837	Ticket price ₹199. handling fee ₹185. Delivery ₹9. You pay ₹393.	1	Drip Pricing
ext_21838	+₹52 peak fee	1	Drip Pricing
ext_21839	Listed at ₹1199; handling fee of ₹199 and GST of ₹49 appear only at payment.	1	Drip Pricing
ext_21840	Price shown excludes a mandatory ₹52 payment gateway fee charged before you can pay.	1	Drip Pricing
ext_21841	late-night fee extra	1	Drip Pricing
ext_21842	Hotel night ₹1999. Resort fee ₹185, city tax ₹5 — total ₹2189 due now.	1	Drip Pricing
ext_21843	Subtotal ₹7500. convenience fee ₹99, handling ₹25. Grand total ₹7624	1	Drip Pricing
ext_21844	+₹199 carry bag fee	1	Drip Pricing
ext_21845	Your blender is ₹3698 — plus a ₹185 convenience fee revealed on the last page.	1	Drip Pricing
ext_21846	₹185 packing charge at checkout	1	Drip Pricing
ext_21847	Cart total updated from ₹799 to ₹839 after fees applied at checkout.	1	Drip Pricing
